date,product_id,category,sales_qty,revenue,price,inventory_qty,promotion_flag
2022-01-05,SKU-4412,FMCG,174.0,5150.4,29.6,2227.0,0
2022-01-05,SKU-5501,Apparel,64.0,7825.92,122.28,884.0,1
2022-01-05,SKU-6623,Home,25.0,6138.0,245.52,172.0,0
2022-01-05,SKU-7734,Electronics,24.0,12213.12,508.88,186.0,0
2022-01-05,SKU-8891,FMCG,150.0,12015.0,80.1,1375.0,0
2022-01-06,SKU-0562,Apparel,43.0,8965.07,208.49,914.0,0
2022-01-06,SKU-0821,Electronics,20.0,4076.4,203.82,342.0,0
2022-01-06,SKU-1134,FMCG,169.0,8818.42,52.18,1188.0,0
2022-01-06,SKU-2201,Home,19.0,7416.08,390.32,304.0,0
2022-01-06,SKU-3305,Electronics,24.0,8424.96,351.04,281.0,0
2022-01-06,SKU-4412,FMCG,185.0,5324.3,28.78,2784.0,0
2022-01-06,SKU-5501,Apparel,49.0,7231.91,147.59,544.0,0
2022-01-06,SKU-6623,Home,21.0,5368.65,255.65,371.0,0
2022-01-06,SKU-7734,Electronics,24.0,12170.4,507.1,215.0,0
2022-01-06,SKU-8891,FMCG,166.0,12830.14,77.29,2786.0,0
2022-01-07,SKU-0562,Apparel,41.0,8373.84,204.24,466.0,0
2022-01-07,SKU-0821,Electronics,24.0,4562.4,190.1,247.0,0
2022-01-07,SKU-1134,FMCG,146.0,7335.04,50.24,2352.0,0
2022-01-07,SKU-2201,Home,21.0,8253.42,393.02,329.0,0
2022-01-07,SKU-3305,Electronics,26.0,9243.52,355.52,418.0,0
2022-01-07,SKU-4412,FMCG,167.0,4806.26,28.78,1672.0,0
2022-01-07,SKU-5501,Apparel,42.0,6598.2,157.1,575.0,0
2022-01-07,SKU-6623,Home,22.0,4858.26,220.83,296.0,1
2022-01-07,SKU-7734,Electronics,24.0,12092.4,503.85,386.0,0
2022-01-07,SKU-8891,FMCG,187.0,14503.72,77.56,2417.0,0
2022-01-08,SKU-0562,Apparel,58.0,12137.66,209.27,897.0,0
2022-01-08,SKU-0821,Electronics,24.0,5011.44,208.81,580.0,0
2022-01-08,SKU-1134,FMCG,194.0,10101.58,52.07,1677.0,0
2022-01-08,SKU-2201,Home,22.0,8619.16,391.78,227.0,0
2022-01-08,SKU-3305,Electronics,26.0,8799.18,338.43,413.0,0
2022-01-08,SKU-4412,FMCG,202.0,6324.62,31.31,2361.0,0
2022-01-08,SKU-5501,Apparel,49.0,7434.77,151.73,993.0,0
2022-01-08,SKU-6623,Home,23.0,5543.0,241.0,265.0,0
2022-01-08,SKU-7734,Electronics,28.0,14275.8,509.85,475.0,0
2022-01-08,SKU-8891,FMCG,196.0,15460.48,78.88,1516.0,0
2022-01-09,SKU-0562,Apparel,58.0,11834.32,204.04,857.0,0
2022-01-09,SKU-0821,Electronics,29.0,6012.86,207.34,563.0,0
2022-01-09,SKU-1134,FMCG,195.0,9761.7,50.06,1953.0,0
2022-01-09,SKU-2201,Home,26.0,10805.6,415.6,214.0,0
2022-01-09,SKU-3305,Electronics,25.0,8818.5,352.74,195.0,0
2022-01-09,SKU-4412,FMCG,178.0,5322.2,29.9,2039.0,0
2022-01-09,SKU-5501,Apparel,59.0,8434.64,142.96,326.0,0
2022-01-09,SKU-6623,Home,18.0,4645.26,258.07,220.0,0
2022-01-09,SKU-7734,Electronics,34.0,14839.98,436.47,270.0,1
2022-01-09,SKU-8891,FMCG,200.0,13768.0,68.84,1079.0,1
2022-01-10,SKU-0562,Apparel,36.0,7412.4,205.9,489.0,0
2022-01-10,SKU-0821,Electronics,30.0,5120.7,170.69,447.0,1
2022-01-10,SKU-1134,FMCG,147.0,7516.11,51.13,2949.0,0
2022-01-10,SKU-2201,Home,20.0,7951.2,397.56,141.0,0
2022-01-10,SKU-3305,Electronics,31.0,9138.49,294.79,252.0,1
2022-01-10,SKU-4412,FMCG,176.0,5098.72,28.97,1425.0,0
2022-01-10,SKU-5501,Apparel,58.0,8839.2,152.4,495.0,0
2022-01-10,SKU-6623,Home,20.0,5227.4,261.37,326.0,0
2022-01-10,SKU-7734,Electronics,30.0,14879.4,495.98,284.0,0
2022-01-10,SKU-8891,FMCG,179.0,14114.15,78.85,2491.0,0
2022-01-11,SKU-0562,Apparel,46.0,9106.62,197.97,731.0,0
2022-01-11,SKU-0821,Electronics,31.0,5256.36,169.56,221.0,1
2022-01-11,SKU-1134,FMCG,174.0,8693.04,49.96,1894.0,0
2022-01-11,SKU-2201,Home,17.0,6891.8,405.4,132.0,0
2022-01-11,SKU-3305,Electronics,28.0,9803.08,350.11,539.0,0
2022-01-11,SKU-4412,FMCG,132.0,4023.36,30.48,1242.0,0
2022-01-11,SKU-5501,Apparel,61.0,7409.06,121.46,710.0,1
2022-01-11,SKU-6623,Home,18.0,4698.18,261.01,281.0,0
2022-01-11,SKU-7734,Electronics,28.0,13941.48,497.91,409.0,0
2022-01-11,SKU-8891,FMCG,136.0,11360.08,83.53,1710.0,0
2022-01-12,SKU-0562,Apparel,44.0,8463.84,192.36,787.0,0
2022-01-12,SKU-0821,Electronics,24.0,4594.08,191.42,313.0,0
2022-01-12,SKU-1134,FMCG,148.0,7654.56,51.72,948.0,0
2022-01-12,SKU-2201,Home,22.0,8913.52,405.16,365.0,0
2022-01-12,SKU-3305,Electronics,26.0,8901.62,342.37,254.0,0
2022-01-12,SKU-4412,FMCG,172.0,5289.0,30.75,2594.0,0
2022-01-12,SKU-5501,Apparel,47.0,6959.76,,843.0,0
2022-01-12,SKU-6623,Home,20.0,4920.4,246.02,380.0,0
2022-01-12,SKU-7734,Electronics,23.0,11788.42,512.54,496.0,0
2022-01-12,SKU-8891,FMCG,181.0,13904.42,76.82,2795.0,0
2022-01-13,SKU-0562,Apparel,49.0,10241.49,209.01,701.0,0
2022-01-13,SKU-0821,Electronics,27.0,5302.8,196.4,556.0,0
2022-01-13,SKU-1134,FMCG,160.0,7912.0,49.45,922.0,0
2022-01-13,SKU-2201,Home,19.0,7700.13,405.27,245.0,0
2022-01-13,SKU-3305,Electronics,26.0,7868.38,302.63,495.0,1
2022-01-13,SKU-4412,FMCG,136.0,4198.32,30.87,2558.0,0
2022-01-13,SKU-5501,Apparel,59.0,7189.74,121.86,684.0,1
2022-01-13,SKU-6623,Home,17.0,4225.18,248.54,368.0,0
2022-01-13,SKU-7734,Electronics,21.0,10125.15,482.15,499.0,0
2022-01-13,SKU-8891,FMCG,153.0,12385.35,80.95,1112.0,0
2022-01-14,SKU-0562,Apparel,39.0,8044.14,206.26,963.0,0
2022-01-14,SKU-0821,Electronics,24.0,4595.04,191.46,525.0,0
2022-01-14,SKU-1134,FMCG,187.0,8112.06,43.38,1070.0,1
2022-01-14,SKU-2201,Home,16.0,6711.04,419.44,330.0,0
2022-01-14,SKU-3305,Electronics,27.0,8255.25,305.75,414.0,1
2022-01-14,SKU-4412,FMCG,155.0,4614.35,29.77,2803.0,0
2022-01-14,SKU-5501,Apparel,59.0,7154.93,121.27,628.0,1
2022-01-14,SKU-6623,Home,17.0,4061.47,238.91,153.0,0
2022-01-14,SKU-7734,Electronics,24.0,12295.2,512.3,425.0,0
2022-01-14,SKU-8891,FMCG,144.0,12052.8,83.7,1687.0,0
2022-01-15,SKU-0562,Apparel,56.0,10722.88,191.48,687.0,0
2022-01-15,SKU-0821,Electronics,29.0,5639.63,194.47,584.0,0
2022-01-15,SKU-1134,FMCG,175.0,8323.0,47.56,2936.0,0
2022-01-15,SKU-2201,Home,23.0,9631.71,418.77,266.0,0
2022-01-15,SKU-3305,Electronics,32.0,11149.12,348.41,443.0,0
2022-01-15,SKU-4412,FMCG,205.0,6201.25,30.25,2792.0,0
2022-01-15,SKU-5501,Apparel,69.0,10119.54,146.66,431.0,0
2022-01-15,SKU-6623,Home,20.0,4981.8,249.09,218.0,0
2022-01-15,SKU-7734,Electronics,,13093.0,523.72,594.0,0
2022-01-15,SKU-8891,FMCG,187.0,15257.33,81.59,2025.0,0
2022-01-16,SKU-0562,Apparel,46.0,9597.9,208.65,906.0,0
2022-01-16,SKU-0821,Electronics,30.0,6110.7,203.69,248.0,0
2022-01-16,SKU-1134,FMCG,171.0,8900.55,52.05,2627.0,0
2022-01-16,SKU-2201,Home,28.0,10690.68,381.81,127.0,0
2022-01-16,SKU-3305,Electronics,31.0,11378.55,367.05,243.0,0
2022-01-16,SKU-4412,FMCG,173.0,5238.44,30.28,1699.0,0
2022-01-16,SKU-5501,Apparel,54.0,8030.88,148.72,491.0,0
2022-01-16,SKU-6623,Home,26.0,6211.66,238.91,362.0,0
2022-01-16,SKU-7734,Electronics,27.0,13863.15,513.45,576.0,0
2022-01-16,SKU-8891,FMCG,185.0,15318.0,82.8,1419.0,0
2022-01-17,SKU-0562,Apparel,39.0,7498.53,192.27,770.0,0
2022-01-17,SKU-0821,Electronics,26.0,4620.72,177.72,434.0,1
2022-01-17,SKU-1134,FMCG,157.0,7636.48,48.64,2310.0,0
2022-01-17,SKU-2201,Home,23.0,9218.63,400.81,336.0,0
2022-01-17,SKU-3305,Electronics,27.0,9499.14,351.82,415.0,0
2022-01-17,SKU-4412,FMCG,201.0,5318.46,26.46,1747.0,1
2022-01-17,SKU-5501,Apparel,51.0,7806.06,153.06,449.0,0
2022-01-17,SKU-6623,Home,23.0,5540.93,240.91,124.0,0
2022-01-17,SKU-7734,Electronics,27.0,13354.47,494.61,363.0,0
2022-01-17,SKU-8891,FMCG,126.0,10486.98,83.23,1631.0,0
2022-01-18,SKU-0562,Apparel,38.0,7568.84,199.18,986.0,0
2022-01-18,SKU-0821,Electronics,28.0,5542.04,197.93,441.0,0
2022-01-18,SKU-1134,FMCG,161.0,8341.41,51.81,2893.0,0
2022-01-18,SKU-2201,Home,19.0,7594.3,399.7,212.0,0
2022-01-18,SKU-3305,Electronics,20.0,6703.2,335.16,234.0,0
2022-01-18,SKU-4412,FMCG,172.0,4967.36,28.88,1218.0,0
2022-01-18,SKU-5501,Apparel,62.0,7653.28,123.44,541.0,1
2022-01-18,SKU-6623,Home,17.0,4418.64,259.92,252.0,0
2022-01-18,SKU-7734,Electronics,21.0,10176.81,484.61,197.0,0
2022-01-18,SKU-8891,FMCG,169.0,13072.15,77.35,1485.0,0
2022-01-19,SKU-0562,Apparel,43.0,8921.21,207.47,944.0,0
2022-01-19,SKU-0821,Electronics,23.0,4464.99,194.13,332.0,0
2022-01-19,SKU-1134,FMCG,140.0,7002.8,50.02,2349.0,0
2022-01-19,SKU-2201,Home,25.0,8127.0,325.08,197.0,1
2022-01-19,SKU-3305,Electronics,25.0,8474.0,338.96,267.0,0
2022-01-19,SKU-4412,FMCG,174.0,5152.14,29.61,1917.0,0
2022-01-19,SKU-5501,Apparel,39.0,5828.16,149.44,823.0,0
2022-01-19,SKU-6623,Home,23.0,5483.66,238.42,190.0,0
2022-01-19,SKU-7734,Electronics,25.0,12514.5,500.58,403.0,0
2022-01-19,SKU-8891,FMCG,165.0,12681.9,76.86,1839.0,0
2022-01-20,SKU-0562,Apparel,44.0,8465.6,192.4,923.0,0
2022-01-20,SKU-0821,Electronics,19.0,3712.22,195.38,338.0,0
2022-01-20,SKU-1134,FMCG,163.0,7758.8,47.6,1576.0,0
2022-01-20,SKU-2201,Home,17.0,6863.58,403.74,310.0,0
2022-01-20,SKU-3305,Electronics,23.0,7717.42,335.54,405.0,0
2022-01-20,SKU-4412,FMCG,188.0,5688.88,30.26,2465.0,0
2022-01-20,SKU-5501,Apparel,42.0,6163.92,146.76,554.0,0
2022-01-20,SKU-6623,Home,24.0,5174.4,215.6,279.0,1
2022-01-20,SKU-7734,Electronics,19.0,9121.71,480.09,244.0,0
2022-01-20,SKU-8891,FMCG,170.0,13254.9,77.97,1237.0,0
2022-01-21,SKU-0562,Apparel,49.0,9419.76,192.24,578.0,0
2022-01-21,SKU-0821,Electronics,22.0,4256.34,193.47,556.0,0
2022-01-21,SKU-1134,FMCG,143.0,6849.7,47.9,2001.0,0
2022-01-21,SKU-2201,Home,19.0,7956.82,418.78,362.0,0
2022-01-21,SKU-3305,Electronics,22.0,7446.56,338.48,460.0,0
2022-01-21,SKU-4412,FMCG,174.0,5444.46,31.29,2069.0,0
2022-01-21,SKU-5501,Apparel,38.0,5853.52,154.04,430.0,0
2022-01-21,SKU-6623,Home,26.0,5427.5,208.75,239.0,1
2022-01-21,SKU-7734,Electronics,19.0,9134.06,480.74,436.0,0
2022-01-21,SKU-8891,FMCG,160.0,12529.6,78.31,2120.0,0
2022-01-22,SKU-0562,Apparel,61.0,11900.49,195.09,777.0,0
2022-01-22,SKU-0821,Electronics,27.0,5417.55,200.65,201.0,0
2022-01-22,SKU-1134,FMCG,157.0,7721.26,49.18,1182.0,0
2022-01-22,SKU-2201,Home,21.0,8618.61,410.41,286.0,0
2022-01-22,SKU-3305,Electronics,19.0,6549.49,344.71,570.0,0
2022-01-22,SKU-4412,FMCG,166.0,5144.34,30.99,2926.0,0
2022-01-22,SKU-5501,Apparel,57.0,8925.06,156.58,426.0,0
2022-01-22,SKU-6623,Home,21.0,5022.36,239.16,327.0,0
2022-01-22,SKU-7734,Electronics,31.0,14941.69,481.99,514.0,0
2022-01-22,SKU-8891,FMCG,189.0,14668.29,77.61,1243.0,0
2022-01-23,SKU-0562,Apparel,63.0,12523.14,198.78,563.0,0
2022-01-23,SKU-0821,Electronics,28.0,5692.4,203.3,399.0,0
2022-01-23,SKU-1134,FMCG,174.0,8576.46,49.29,2742.0,0
2022-01-23,SKU-2201,Home,21.0,8368.71,398.51,204.0,0
2022-01-23,SKU-3305,Electronics,34.0,9844.02,289.53,557.0,1
2022-01-23,SKU-4412,FMCG,221.0,6552.65,29.65,2041.0,0
2022-01-23,SKU-5501,Apparel,56.0,8078.0,144.25,957.0,0
2022-01-23,SKU-6623,Home,25.0,6329.75,253.19,213.0,0
2022-01-23,SKU-7734,Electronics,28.0,14168.0,506.0,404.0,0
2022-01-23,SKU-8891,FMCG,174.0,14468.1,83.15,2556.0,0
2022-01-24,SKU-0562,Apparel,50.0,9842.0,196.84,874.0,0
2022-01-24,SKU-0821,Electronics,28.0,4640.16,165.72,492.0,1
2022-01-24,SKU-1134,FMCG,143.0,6816.81,47.67,2096.0,0
2022-01-24,SKU-2201,Home,20.0,7688.6,384.43,357.0,0
2022-01-24,SKU-3305,Electronics,23.0,8289.43,360.41,,0
2022-01-24,SKU-4412,FMCG,176.0,4366.56,24.81,2416.0,1
2022-01-24,SKU-5501,Apparel,53.0,8104.23,152.91,679.0,0
2022-01-24,SKU-6623,Home,23.0,5607.17,243.79,216.0,0
2022-01-24,SKU-7734,Electronics,18.0,8965.8,498.1,577.0,0
2022-01-24,SKU-8891,FMCG,188.0,14519.24,77.23,2131.0,0
2022-01-25,SKU-0562,Apparel,50.0,10207.0,204.14,406.0,0
2022-01-25,SKU-0821,Electronics,31.0,5901.16,190.36,546.0,0
2022-01-25,SKU-1134,FMCG,162.0,8449.92,52.16,2086.0,0
2022-01-25,SKU-2201,Home,20.0,8061.0,403.05,289.0,0
2022-01-25,SKU-3305,Electronics,28.0,10225.6,365.2,568.0,0
2022-01-25,SKU-4412,FMCG,150.0,4477.5,29.85,1137.0,0
2022-01-25,SKU-5501,Apparel,48.0,7265.76,151.37,579.0,0
2022-01-25,SKU-6623,Home,22.0,5255.14,238.87,213.0,0
2022-01-25,SKU-7734,Electronics,21.0,10539.27,501.87,566.0,0
2022-01-25,SKU-8891,FMCG,128.0,10082.56,78.77,1628.0,0
2022-01-26,SKU-0562,Apparel,40.0,7082.0,177.05,553.0,1
2022-01-26,SKU-0821,Electronics,23.0,4473.27,194.49,370.0,0
2022-01-26,SKU-1134,FMCG,192.0,9254.4,48.2,1270.0,0
2022-01-26,SKU-2201,Home,19.0,7661.18,403.22,297.0,0
2022-01-26,SKU-3305,Electronics,23.0,7716.27,335.49,598.0,0
2022-01-26,SKU-4412,FMCG,138.0,4141.38,30.01,2150.0,0
2022-01-26,SKU-5501,Apparel,60.0,7428.0,123.8,928.0,1
2022-01-26,SKU-6623,Home,19.0,4609.97,242.63,173.0,0
2022-01-26,SKU-7734,Electronics,23.0,11574.52,503.24,207.0,0
2022-01-26,SKU-8891,FMCG,149.0,12247.8,82.2,1851.0,0
2022-01-27,SKU-0562,Apparel,39.0,7912.32,202.88,586.0,0
2022-01-27,SKU-0821,Electronics,16.0,3168.32,198.02,415.0,0
2022-01-27,SKU-1134,FMCG,180.0,8690.4,48.28,1282.0,0
2022-01-27,SKU-2201,Home,18.0,6858.36,381.02,163.0,0
2022-01-27,SKU-3305,Electronics,26.0,8669.7,333.45,273.0,0
2022-01-27,SKU-4412,FMCG,184.0,5370.96,29.19,2310.0,0
2022-01-27,SKU-5501,Apparel,44.0,6700.76,152.29,466.0,0
2022-01-27,SKU-6623,Home,21.0,5039.79,239.99,188.0,0
2022-01-27,SKU-7734,Electronics,26.0,13429.26,516.51,346.0,0
2022-01-27,SKU-8891,FMCG,210.0,14519.4,69.14,1330.0,1
2022-01-28,SKU-0562,Apparel,49.0,9723.07,198.43,924.0,0
2022-01-28,SKU-0821,Electronics,25.0,4756.5,190.26,215.0,0
2022-01-28,SKU-1134,FMCG,154.0,7475.16,48.54,955.0,0
2022-01-28,SKU-2201,Home,16.0,6603.2,412.7,215.0,0
2022-01-28,SKU-3305,Electronics,21.0,7416.36,353.16,292.0,0
2022-01-28,SKU-4412,FMCG,166.0,4286.12,25.82,1759.0,1
2022-01-28,SKU-5501,Apparel,45.0,5619.6,124.88,963.0,1
2022-01-28,SKU-6623,Home,24.0,6158.16,256.59,159.0,0
2022-01-28,SKU-7734,Electronics,23.0,11953.79,519.73,515.0,0
2022-01-28,SKU-8891,FMCG,181.0,14371.4,79.4,947.0,0
2022-01-29,SKU-0562,Apparel,55.0,10638.65,193.43,490.0,0
2022-01-29,SKU-0821,Electronics,28.0,5674.76,202.67,288.0,0
2022-01-29,SKU-1134,FMCG,146.0,7037.2,48.2,2653.0,0
2022-01-29,SKU-2201,Home,23.0,8757.02,380.74,376.0,0
2022-01-29,SKU-3305,Electronics,28.0,9578.52,342.09,412.0,0
2022-01-29,SKU-4412,FMCG,162.0,4932.9,30.45,2642.0,0
2022-01-29,SKU-5501,Apparel,56.0,8484.56,151.51,765.0,0
2022-01-29,SKU-6623,Home,32.0,6579.2,205.6,376.0,1
2022-01-29,SKU-7734,Electronics,21.0,10519.95,500.95,199.0,0
2022-01-29,SKU-8891,FMCG,155.0,11986.15,77.33,2449.0,0
2022-01-30,SKU-0562,Apparel,48.0,9663.84,201.33,633.0,0
2022-01-30,SKU-0821,Electronics,35.0,5798.45,165.67,343.0,1
2022-01-30,SKU-1134,FMCG,167.0,8172.98,48.94,1646.0,0
2022-01-30,SKU-2201,Home,25.0,10163.75,406.55,382.0,0
2022-01-30,SKU-3305,Electronics,24.0,8006.16,333.59,290.0,0
2022-01-30,SKU-4412,FMCG,199.0,6027.71,30.29,1007.0,0
2022-01-30,SKU-5501,Apparel,72.0,10620.72,147.51,839.0,0
2022-01-30,SKU-6623,Home,28.0,5715.92,204.14,141.0,1
2022-01-30,SKU-7734,Electronics,34.0,14722.34,433.01,362.0,1
2022-01-30,SKU-8891,FMCG,223.0,17387.31,77.97,2620.0,0
2022-01-31,SKU-0562,Apparel,47.0,9103.9,193.7,679.0,0
2022-01-31,SKU-0821,Electronics,25.0,4886.0,195.44,427.0,0
2022-01-31,SKU-1134,FMCG,178.0,8775.4,49.3,1092.0,0
2022-01-31,SKU-2201,Home,21.0,8713.32,414.92,325.0,0
2022-01-31,SKU-3305,Electronics,25.0,8918.25,356.73,536.0,0
2022-01-31,SKU-4412,FMCG,180.0,5265.0,29.25,1927.0,0
2022-01-31,SKU-5501,Apparel,50.0,7260.5,145.21,697.0,0
2022-01-31,SKU-6623,Home,20.0,5207.8,260.39,129.0,0
2022-01-31,SKU-7734,Electronics,20.0,10424.4,521.22,587.0,0
2022-01-31,SKU-8891,FMCG,180.0,15039.0,83.55,1895.0,0
2022-02-01,SKU-0562,Apparel,46.0,8810.84,191.54,787.0,0
2022-02-01,SKU-0821,Electronics,24.0,4713.12,196.38,528.0,0
2022-02-01,SKU-1134,FMCG,164.0,7821.16,47.69,2152.0,0
2022-02-01,SKU-2201,Home,24.0,8029.44,334.56,322.0,1
2022-02-01,SKU-3305,Electronics,24.0,8433.12,351.38,512.0,0
2022-02-01,SKU-4412,FMCG,155.0,4566.3,,2214.0,0
2022-02-01,SKU-5501,Apparel,50.0,7299.5,145.99,317.0,0
2022-02-01,SKU-6623,Home,22.0,5703.5,259.25,125.0,0
2022-02-01,SKU-7734,Electronics,24.0,12526.8,521.95,515.0,0
2022-02-01,SKU-8891,FMCG,184.0,15452.32,83.98,1636.0,0
2022-02-02,SKU-0562,Apparel,46.0,9127.78,198.43,816.0,0
2022-02-02,SKU-0821,Electronics,23.0,4590.8,199.6,443.0,0
2022-02-02,SKU-1134,FMCG,191.0,9907.17,51.87,2966.0,0
2022-02-02,SKU-2201,Home,24.0,9349.2,389.55,150.0,0
2022-02-02,SKU-3305,Electronics,25.0,7286.0,,278.0,1
2022-02-02,SKU-4412,FMCG,145.0,4151.35,28.63,937.0,0
2022-02-02,SKU-5501,Apparel,48.0,7116.48,148.26,775.0,0
2022-02-02,SKU-6623,Home,21.0,5102.16,242.96,385.0,0
2022-02-02,SKU-7734,Electronics,27.0,14100.48,522.24,376.0,0
2022-02-02,SKU-8891,FMCG,159.0,12864.69,80.91,1250.0,0
2022-02-03,SKU-0562,Apparel,45.0,9251.55,205.59,545.0,0
2022-02-03,SKU-0821,Electronics,25.0,5053.75,202.15,395.0,0
2022-02-03,SKU-1134,FMCG,173.0,8416.45,48.65,1270.0,0
2022-02-03,SKU-2201,Home,23.0,7474.31,324.97,391.0,1
2022-02-03,SKU-3305,Electronics,28.0,9992.08,356.86,244.0,0
2022-02-03,SKU-4412,FMCG,152.0,4704.4,30.95,1371.0,0
2022-02-03,SKU-5501,Apparel,50.0,7569.5,151.39,706.0,0
2022-02-03,SKU-6623,Home,16.0,3836.64,239.79,365.0,0
2022-02-03,SKU-7734,Electronics,22.0,11427.68,519.44,581.0,0
2022-02-03,SKU-8891,FMCG,156.0,12932.4,82.9,2599.0,0
2022-02-04,SKU-0562,Apparel,61.0,9935.68,162.88,454.0,1
2022-02-04,SKU-0821,Electronics,26.0,4985.24,191.74,351.0,0
2022-02-04,SKU-1134,FMCG,203.0,10020.08,49.36,1445.0,0
2022-02-04,SKU-2201,Home,24.0,9775.92,407.33,141.0,0
2022-02-04,SKU-3305,Electronics,24.0,8383.68,349.32,428.0,0
2022-02-04,SKU-4412,FMCG,187.0,5791.39,30.97,1630.0,0
2022-02-04,SKU-5501,Apparel,53.0,7765.03,146.51,915.0,0
2022-02-04,SKU-6623,Home,25.0,6436.0,257.44,304.0,0
2022-02-04,SKU-7734,Electronics,27.0,13766.49,509.87,465.0,0
2022-02-04,SKU-8891,FMCG,173.0,14004.35,80.95,2480.0,0
2022-02-05,SKU-0562,Apparel,56.0,10647.28,190.13,500.0,0
2022-02-05,SKU-0821,Electronics,27.0,5310.9,196.7,492.0,0
2022-02-05,SKU-1134,FMCG,191.0,9225.3,48.3,2617.0,0
2022-02-05,SKU-2201,Home,33.0,11351.34,343.98,394.0,1
2022-02-05,SKU-3305,Electronics,23.0,8157.87,354.69,406.0,0
2022-02-05,SKU-4412,FMCG,205.0,6322.2,30.84,1124.0,0
2022-02-05,SKU-5501,Apparel,58.0,9102.52,156.94,539.0,0
2022-02-05,SKU-6623,Home,28.0,7092.96,253.32,380.0,0
2022-02-05,SKU-7734,Electronics,33.0,13745.82,416.54,477.0,1
2022-02-05,SKU-8891,FMCG,192.0,14695.68,76.54,2122.0,0
2022-02-06,SKU-0562,Apparel,52.0,10668.84,205.17,317.0,0
2022-02-06,SKU-0821,Electronics,32.0,6109.12,190.91,546.0,0
2022-02-06,SKU-1134,FMCG,154.0,8064.98,52.37,2934.0,0
2022-02-06,SKU-2201,Home,24.0,9141.12,380.88,210.0,0
2022-02-06,SKU-3305,Electronics,33.0,11761.86,356.42,367.0,0
2022-02-06,SKU-4412,FMCG,187.0,5482.84,29.32,2993.0,0
2022-02-06,SKU-5501,Apparel,46.0,6667.7,144.95,856.0,0
2022-02-06,SKU-6623,Home,17.0,4332.28,254.84,181.0,0
